MAAKOND;VALD;LINN/ ALEV/ ALEVIK/ KÜLA;TÄNAV/TALU;AADRESSILIIK;MAJAALGUS;MAJALOPP;SIHTNUMBER
"Harju";"Saku";"Kasemetsa";"Käokõrva põik";"küla";"0";"9999";"75510"
"Harju";"Saku";"Kasemetsa";"Nirgiuru tee";"küla";"0";"9999";"75510"
"Harju";"Saku";"Kasemetsa";"Nirgiuru põik";"küla";"0";"9999";"75510"
"Harju";"";"Tallinn";"Pirita tee";"linn";"102";"102";"12011"
"Harju";"Viimsi";"Rohuneeme";"Annuse tee";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Kalmistu tee";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Kivineeme põik";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Kivineeme tee";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Liiva tee";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Metsvindi tee";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Otilõuka tee";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Rohuneeme tee";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Sadama tee";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Suur-Ringtee";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Suureniidu tee";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Sääre tee";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Valli põik";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Valli tee";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Viigi tee";"küla";"0";"9999";"74012"
"Harju";"Viimsi";"Rohuneeme";"Väike-Ringtee";"küla";"0";"9999";"74012"
"Harju";"Vasalemma";"Rummu";"Aia";"alevik";"0";"9999";"76102"
"Harju";"Vasalemma";"Rummu";"Haapsalu mnt";"alevik";"0";"9999";"76102"
"Harju";"Vasalemma";"Rummu";"Kooli";"alevik";"0";"9999";"76102"
"Harju";"Vasalemma";"Rummu";"Rummu";"alevik";"0";"9999";"76102"
"Harju";"";"Tallinn";"Vene";"linn";"2";"2";"15075"
"Harju";"Saue";"Valingu";"Suurekivi tee";"küla";"0";"9999";"76615"
"Harju";"Harku";"Rannamõisa";"Ranniku tee";"küla";"0";"9999";"76906"
"Harju";"Rae";"Assaku";"Maria tee";"alevik";"0";"9999";"75301"
"Harju";"Rae";"Pildiküla";"Põrguvälja tee";"küla";"0";"9999";"75308"
"Harju";"Rae";"Rae";"Loopera tee";"küla";"0";"9999";"75310"
"Harju";"Harku";"Kumna";"Luha põik";"küla";"0";"9999";"76614"
"Harju";"Harku";"Kumna";"Luha";"küla";"0";"9999";"76614"
"Harju";"Viimsi";"Randvere";"Tülli tee";"küla";"0";"9999";"74016"
"Harju";"Saue";"Alliku";"Tammetalu tee";"küla";"0";"9999";"76403"
"Harju";"Harku";"Muraste";"Meretähe";"küla";"0";"9999";"76905"
"Harju";"Keila";"Laulasmaa";"Ranna tee";"küla";"0";"9999";"76702"
"Harju";"Rae";"Peetri";"Aasa põik";"küla";"0";"9999";"75312"
"Harju";"Saku";"Tänassilma";"Piirimäe";"küla";"0";"9999";"76406"
"Harju";"Harku";"Suurupi";"Karukella tee";"küla";"0";"9999";"76907"
"Harju";"Harku";"Rannamõisa";"Mustika";"küla";"0";"9999";"76906"
"Harju";"Viimsi";"Metsakasti";"Jäätma tee";"küla";"0";"9999";"74019"
"Harju";"Keila";"Valkse";"Lepa";"küla";"0";"9999";"76616"
"Harju";"Harku";"Muraste";"Kolmiku põik";"küla";"0";"9999";"76905"
"Harju";"Saue";"Hüüru";"Kodasema tee";"küla";"0";"9999";"76911"
"Harju";"Harku";"Muraste";"Kallaku tee";"küla";"0";"9999";"76905"
"Harju";"Harku";"Suurupi";"Kallaku tee";"küla";"0";"9999";"76907"
"Harju";"";"Tallinn";"Peterburi tee";"linn";"111";"111";"13817"
"Harju";"Rae";"Karla";"Lodjapuu tee";"küla";"0";"9999";"75326"
"Harju";"Saku";"Kiisa";"Jõekääru";"alevik";"0";"9999";"75503"
"Harju";"Kose";"Tuhala";"Kaevu tee";"küla";"0";"9999";"75118"
"Harju";"Kose";"Tuhala";"Oru põik";"küla";"0";"9999";"75118"
"Harju";"Kose";"Tuhala";"Oru tee";"küla";"0";"9999";"75118"
"Harju";"Kose";"Tuhala";"Otti tee";"küla";"0";"9999";"75118"
"Harju";"Harku";"Sõrve";"Kaasiku";"küla";"0";"9999";"76908"
"Harju";"Rae";"Peetri";"Vana-Tartu mnt";"küla";"0";"9999";"75312"
"Harju";"Saue";"Alliku";"Kotka tee";"küla";"0";"9999";"76403"
"Harju";"Saue";"Alliku";"Kuldala";"küla";"0";"9999";"76403"
"Harju";"Viimsi";"Laiaküla";"Seedermänni tee";"küla";"0";"9999";"74008"
"Harju";"Viimsi";"Laiaküla";"Mägimänni tee";"küla";"0";"9999";"74008"
"Harju";"Viimsi";"Laiaküla";"Männiliiva tee";"küla";"0";"9999";"74008"
"Harju";"Raasiku";"Raasiku";"Kooli";"alevik";"0";"9999";"75203"
"Harju";"Saku";"Tänassilma";"Tänassilma tee";"küla";"0";"9999";"76406"
"Harju";"Saku";"Tänassilma";"Tänassilma-Laagri tee";"küla";"0";"9999";"76406"
"Harju";"";"Saue";"Väljaotsa";"linn";"0";"9999";"76506"
"Harju";"Saku";"Tänassilma";"Uusnõmme tee";"küla";"0";"9999";"76406"
"Harju";"Saku";"Tänassilma";"Vesineitsi";"küla";"0";"9999";"76406"
"Harju";"";"Tallinn";"Kurereha tee";"linn";"0";"9999";"12015"
"Harju";"";"Tallinn";"Väomurru";"linn";"0";"9999";"11415"
"Harju";"";"Tallinn";"Visase";"linn";"0";"9999";"11415"
"Harju";"Harku";"Kumna";"Mõnumetsa tee";"küla";"0";"9999";"76614"
"Harju";"Harku";"Tutermaa";"Sepa tee";"küla";"0";"9999";"76617"
"Harju";"Harku";"Kütke";"Liivaaugu tee";"küla";"0";"9999";"76611"
"Harju";"Harku";"Kütke";"Kastivälja tee";"küla";"0";"9999";"76611"
"Harju";"Harku";"Harku";"Voki tee";"alevik";"0";"9999";"76902"
"Harju";"Harku";"Harku";"Voki põik";"alevik";"0";"9999";"76902"
"Harju";"Harku";"Muraste";"Kaare tee";"küla";"0";"9999";"76905"
"Harju";"Harku";"Muraste";"Eeriku tee";"küla";"0";"9999";"76905"
"Harju";"Harku";"Liikva";"Kõrgendiku põik";"küla";"0";"9999";"76921"
"Harju";"Harku";"Liikva";"Metsjärve tee";"küla";"0";"9999";"76921"
"Harju";"Harku";"Liikva";"Nõmmetuka tee";"küla";"0";"9999";"76921"
"Harju";"Harku";"Sõrve";"Jaama tee";"küla";"0";"9999";"76908"
"Harju";"Harku";"Suurupi";"Vaikuse tee";"küla";"0";"9999";"76907"
"Harju";"Harku";"Liikva";"Varsa tee";"küla";"0";"9999";"76921"
"Harju";"Harku";"Tabasalu";"Looduse";"alevik";"0";"9999";"76901"
"Harju";"Harku";"Tabasalu";"Vasara";"alevik";"0";"9999";"76901"
"Harju";"";"Tallinn";"Sõpruse pst";"linn";"225/227";"225/227";"13414"
"Harju";"";"Tallinn";"Pae";"linn";"36";"36";"11415"
"Harju";"";"Tallinn";"Raja";"linn";"5";"5";"12618"
"Harju";"";"Tallinn";"Raja";"linn";"7";"11A";"12616"
"Harju";"Kiili";"Vaela";"Lepiku tee";"küla";"0";"9999";"75413"
"Harju";"";"Tallinn";"Mäepealse";"linn";"3";"3";"12618"
"Harju";"";"Tallinn";"Mäepealse";"linn";"19";"19";"12618"
"Harju";"";"Tallinn";"Mäepealse";"linn";"21A";"21A";"12618"
"Harju";"";"Tallinn";"Mäepealse";"linn";"10";"16";"12619"
"Harju";"";"Tallinn";"Valge";"linn";"17A/1";"17A/1";"11415"
"Harju";"Viimsi";"Tammneeme";"Pällu tee";"küla";"0";"9999";"74017"
"Harju";"Viimsi";"Tammneeme";"Tammeoru tee";"küla";"0";"9999";"74017"
"Harju";"Viimsi";"Tammneeme";"Viire tee";"küla";"0";"9999";"74017"
"Harju";"Jõelähtme";"Kallavere";"Kalda tee";"küla";"0";"9999";"74114"
"Harju";"Jõelähtme";"Kallavere";"Saviranna tee";"küla";"0";"9999";"74114"
"Harju";"Jõelähtme";"Kallavere";"Veeru";"küla";"0";"9999";"74114"
"Harju";"Jõelähtme";"Kallavere";"Kraavi";"küla";"0";"9999";"74114"
"Harju";"Viimsi";"Metsakasti";"Loomisvälja tee";"küla";"0";"9999";"74019"
"Harju";"Viimsi";"Leppneeme";"Karusambla tee";"küla";"0";"9999";"74009"
"Harju";"Viimsi";"Haabneeme";"Kasemetsa tee";"alevik";"0";"9999";"74001"
"Harju";"Saku";"Metsanurme";"Kasemetsa tee";"küla";"0";"9999";"75506"
"Harju";"";"Tallinn";"Rännaku pst";"linn";"40";"40";"10917"
"Harju";"";"Tallinn";"Rännaku pst";"linn";"42";"9999";"10921"
"Harju";"Harku";"Muraste";"Mingi";"küla";"0";"9999";"76905"
"Harju";"Harku";"Muraste";"Tuhkru";"küla";"0";"9999";"76905"
"Harju";"Viimsi";"Haabneeme";"Nurmela tee";"alevik";"0";"9999";"74001"
"Harju";"Viimsi";"Püünsi";"Pilliroo tee";"küla";"0";"9999";"74013"
"Harju";"Rae";"Järveküla";"Lääne tee";"küla";"0";"9999";"75304"
"Harju";"";"Tallinn";"Paekivi";"linn";"2";"4";"11411"
"Harju";"";"Tallinn";"Pagari";"linn";"0";"9999";"10133"
"Harju";"";"Tallinn";"Päikese pst";"linn";"1";"43";"10912"
"Harju";"";"Tallinn";"Päikese pst";"linn";"46";"9999";"10913"
"Harju";"";"Tallinn";"Paju";"linn";"0";"9999";"12011"
"Harju";"";"Tallinn";"Pakase";"linn";"0";"9999";"10618"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"147A";"147A";"13517"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"199";"219";"13517"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"2";"26";"10149"
"Harju";"";"Tallinn";"Paldiski mnt";"linn";"28";"42";"10612"
"Harju";"";"Tallinn";"Pärnu mnt";"linn";"446";"470";"10914"
"Harju";"";"Tallinn";"Pärnu mnt";"linn";"470A";"470A";"10913"
"Harju";"";"Tallinn";"Pärnu mnt";"linn";"453";"481";"10916"
"Harju";"";"Tallinn";"Pärnu mnt";"linn";"57";"67";"10135"
"Harju";"";"Tallinn";"Pärnu mnt";"linn";"100";"106";"11312"
"Harju";"";"Tallinn";"Pedaja";"linn";"0";"9999";"11214"
"Harju";"";"Tallinn";"Pelguranna";"linn";"3";"31";"10312"
"Harju";"";"Tallinn";"Peterburi tee";"linn";"1";"1";"11415"
"Harju";"";"Tallinn";"Peterburi tee";"linn";"47";"83";"11415"
"Harju";"";"Tallinn";"Peterburi tee";"linn";"3";"3";"11412"
"Harju";"";"Tallinn";"Petrooleumi";"linn";"0";"9999";"10152"
"Harju";"";"Tallinn";"Pidu";"linn";"12";"9999";"11611"
"Harju";"";"Tallinn";"Pihlaka";"linn";"14";"20";"11213"
"Harju";"";"Tallinn";"Pihlaka";"linn";"5";"5";"11212"
"Harju";"";"Tallinn";"Pihlaka";"linn";"11";"9999";"11211"
"Harju";"";"Tallinn";"Pihlametsa tee";"linn";"0";"9999";"11912"
"Harju";"";"Tallinn";"Piibelehe";"linn";"18";"38";"10617"
"Harju";"";"Tallinn";"Piiritsa";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Pikk";"linn";"1";"17";"10123"
"Harju";"";"Tallinn";"Pikk";"linn";"18";"26";"10133"
"Harju";"";"Tallinn";"Pikk jalg";"linn";"14";"14";"10130"
"Harju";"";"Tallinn";"Piksepeni";"linn";"0";"9999";"11913"
"Harju";"";"Tallinn";"Pilve";"linn";"0";"9999";"10122"
"Harju";"";"Tallinn";"Pirita tee";"linn";"56";"56";"10127"
"Harju";"";"Tallinn";"Planeedi";"linn";"1";"9999";"10131"
"Harju";"";"Tallinn";"Põhja pst";"linn";"17";"23";"10414"
"Harju";"";"Tallinn";"Põhja pst";"linn";"25";"35";"10415"
"Harju";"";"Tallinn";"Poordi";"linn";"0";"9999";"10156"
"Harju";"";"Tallinn";"Koge";"linn";"0";"9999";"10156"
"Harju";"";"Tallinn";"Kaljase";"linn";"0";"9999";"10156"
"Harju";"";"Tallinn";"Aiandi";"linn";"3/1";"3/1";"12916"
"Harju";"";"Tallinn";"Rabaküla";"linn";"0";"9999";"12916"
"Harju";"Saue";"Ääsmäe";"Tamme";"küla";"0";"9999";"76402"
"Harju";"";"Tallinn";"Ülemiste tee";"linn";"2F";"2F";"11415"
"Harju";"Viimsi";"Rohuneeme";"Külaniidu tee";"küla";"0";"9999";"74012"
"Harju";"Harku";"Muraste";"Kuubi";"küla";"0";"9999";"76905"
"Harju";"Saue";"Ääsmäe";"Kraavi tee";"küla";"0";"9999";"76402"
"Harju";"Saue";"Ääsmäe";"Kuuskmetsa tee";"küla";"0";"9999";"76402"
"Harju";"Saue";"Vanamõisa";"Paju tee";"küla";"0";"9999";"76407"
"Harju";"";"Tallinn";"Ehitajate tee";"linn";"114";"114";"15156"
"Harju";"Saku";"Tänassilma";"Haldja";"küla";"0";"9999";"76406"
"Harju";"Rae";"Vaskjala";"Karjatse tee";"küla";"0";"9999";"75313"
"Harju";"Rae";"Veneküla";"Veldi tee";"küla";"0";"9999";"75325"
"Harju";"Rae";"Veneküla";"Veneküla tee";"küla";"0";"9999";"75325"
"Harju";"Rae";"Veneküla";"Lagedi tee";"küla";"0";"9999";"75325"
"Harju";"Rae";"Veneküla";"Väo tee";"küla";"0";"9999";"75325"
"Harju";"Viimsi";"Viimsi";"Nelgi põik";"alevik";"0";"9999";"74001"
"Harju";"Kiili";"Kiili";"Allika";"alevik";"0";"9999";"75401"
"Harju";"Kiili";"Kiili";"Vahtra";"alevik";"0";"9999";"75401"
"Harju";"Kiili";"Lähtse";"Kääri tee";"küla";"0";"9999";"75416"
"Harju";"Kiili";"Luige";"Tamme";"küla";"0";"9999";"75404"
"Harju";"Kiili";"Luige";"Järve";"küla";"0";"9999";"75404"
"Harju";"Kiili";"Kangru";"Mareti";"küla";"0";"9999";"75403"
"Harju";"Kiili";"Kangru";"Ülase";"küla";"0";"9999";"75403"
"Harju";"Kiili";"Kangru";"Rukkilille";"küla";"0";"9999";"75403"
"Harju";"Kiili";"Kangru";"Karukella";"küla";"0";"9999";"75403"
"Harju";"Kiili";"Kangru";"Kullerkupu";"küla";"0";"9999";"75403"
"Harju";"Kiili";"Kangru";"Kannikese";"küla";"0";"9999";"75403"
"Harju";"Kiili";"Kangru";"Maikellukese";"küla";"0";"9999";"75403"
"Harju";"Kiili";"Kangru";"Piibelehe";"küla";"0";"9999";"75403"
"Harju";"Kiili";"Kangru";"Kaste";"küla";"0";"9999";"75403"
"Harju";"Kiili";"Kangru";"Kaste põik";"küla";"0";"9999";"75403"
"Harju";"Kiili";"Kangru";"Heina";"küla";"0";"9999";"75403"
"Harju";"Kiili";"Kangru";"Heina põik";"küla";"0";"9999";"75403"
"Harju";"Kiili";"Kangru";"Kanarbiku";"küla";"0";"9999";"75403"
"Harju";"";"Tallinn";"Roseni";"linn";"0";"9999";"10111"
"Harju";"";"Tallinn";"Rotermanni";"linn";"0";"9999";"10111"
"Harju";"";"Tallinn";"Varre";"linn";"0";"9999";"10138"
"Harju";"Saue";"Koppelmaa";"Põdra";"küla";"0";"9999";"76410"
"Harju";"Rae";"Aaviku";"Nurmenuku";"küla";"0";"9999";"75305"
"Harju";"Rae";"Aaviku";"Tamme tee";"küla";"0";"9999";"75305"
"Harju";"Keila";"Meremõisa";"Näkineiu tee";"küla";"0";"9999";"76705"
"Harju";"Kuusalu";"Kolga-Aabla";"Mere";"küla";"0";"9999";"74717"
"Harju";"Rae";"Jüri";"Tiigi";"alevik";"0";"9999";"75301"
"Harju";"Saku";"Kurtna";"Kalda";"küla";"0";"9999";"75518"
"Harju";"Harku";"Muraste";"Muraste tee";"küla";"0";"9999";"76905"
"Harju";"";"Tallinn";"Rahukohtu";"linn";"2";"9999";"10130"
"Harju";"";"Tallinn";"Rahukohtu";"linn";"5";"9999";"10130"
"Harju";"";"Tallinn";"Toompuiestee";"linn";"9";"15";"10142"
"Harju";"";"Tallinn";"Toom-Kuninga";"linn";"13";"9999";"10122"
"Harju";"";"Tallinn";"Toom-Kuninga";"linn";"2";"18";"10122"
"Harju";"";"Tallinn";"Toom-Kuninga";"linn";"22";"9999";"10122"
"Harju";"";"Tallinn";"Toom-Kuninga";"linn";"20A";"20V";"10122"
"Harju";"";"Tallinn";"Endla";"linn";"13";"37";"10122"
"Harju";"";"Tallinn";"Tõnismägi";"linn";"12";"9999";"10119"
"Harju";"";"Tallinn";"Wismari";"linn";"9";"9999";"10136"
"Harju";"";"Tallinn";"Wismari";"linn";"2";"4";"10136"
"Harju";"";"Tallinn";"Lõkke";"linn";"6";"9999";"10122"
"Harju";"";"Tallinn";"Lõkke";"linn";"1";"9999";"10122"
"Harju";"Harku";"Tabasalu";"Madise";"alevik";"0";"9999";"76901"
"Harju";"";"Tallinn";"Kohtu";"linn";"2";"2";"10130"
"Harju";"";"Tallinn";"Lossi plats";"linn";"3";"9999";"10130"
"Harju";"";"Saue";"Aniisi";"linn";"0";"9999";"76505"
"Harju";"";"Tallinn";"Mooni";"linn";"87A";"87A";"10620"
"Harju";"";"Tallinn";"Kohtu";"linn";"6";"6";"10130"
"Harju";"";"Tallinn";"Kohtu";"linn";"10";"9999";"10130"
"Harju";"";"Tallinn";"Tõnismägi";"linn";"2";"2";"10122"
"Harju";"";"Tallinn";"Toom-Kooli";"linn";"2";"9999";"10130"
"Harju";"";"Tallinn";"Rävala pst";"linn";"6";"8V";"10143"
"Harju";"";"Tallinn";"Rävala pst";"linn";"12";"9999";"10143"
"Harju";"";"Tallinn";"Sakala";"linn";"2";"2";"10141"
"Harju";"";"Tallinn";"Sakala";"linn";"6";"9999";"10141"
"Harju";"";"Tallinn";"Põhja pst";"linn";"1";"1";"10412"
"Harju";"";"Tallinn";"Kadaka pst";"linn";"169A/B";"169A/B";"12615"
"Harju";"";"Tallinn";"Estonia pst";"linn";"15";"9999";"10141"
"Harju";"";"Tallinn";"Estonia pst";"linn";"10";"9999";"10148"
"Harju";"Saue";"Vanamõisa";"Suurevälja tee";"küla";"0";"9999";"76506"
"Harju";"";"Tallinn";"Roosikrantsi";"linn";"2";"12";"10119"
"Harju";"";"Tallinn";"Lembitu";"linn";"2";"10B";"10114"
"Harju";"";"Tallinn";"Lembitu";"linn";"14";"9999";"10114"
"Harju";"";"Tallinn";"Lembitu";"linn";"12";"12";"15092"
"Harju";"";"Tallinn";"Kentmanni";"linn";"15";"9999";"10116"
"Harju";"";"Tallinn";"Kentmanni";"linn";"2";"18";"10116"
"Harju";"";"Tallinn";"Kentmanni";"linn";"22";"9999";"10116"
"Harju";"";"Tallinn";"Juhkentali";"linn";"60";"9999";"10132"
"Harju";"";"Tallinn";"Tartu mnt";"linn";"58";"58";"10115"
"Harju";"";"Tallinn";"Pärnu mnt";"linn";"105";"105";"19094"
"Harju";"";"Tallinn";"Narva mnt";"linn";"11B";"11V";"10151"
"Harju";"";"Tallinn";"A. Weizenbergi";"linn";"41";"9999";"10127"
"Harju";"";"Tallinn";"Hobujaama";"linn";"2";"9999";"10151"
"Harju";"";"Tallinn";"Kentmanni";"linn";"20A";"20V";"10116"
"Harju";"";"Tallinn";"Nunne";"linn";"20";"9999";"10133"
"Harju";"";"Tallinn";"Nunne";"linn";"1";"9999";"10133"
"Harju";"";"Tallinn";"Nunne";"linn";"18";"18";"15058"
"Harju";"";"Tallinn";"Wismari";"linn";"8";"9999";"10136"
"Harju";"";"Tallinn";"Wismari";"linn";"7";"7";"15188"
"Harju";"";"Tallinn";"Wismari";"linn";"5";"5";"15047"
"Harju";"";"Tallinn";"Kiriku";"linn";"4";"4";"15071"
"Harju";"";"Tallinn";"Endla";"linn";"8A";"8V";"10142"
"Harju";"";"Tallinn";"Endla";"linn";"10";"14";"10142"
"Harju";"";"Tallinn";"Endla";"linn";"45";"45";"10701"
"Harju";"";"Tallinn";"Liivalaia";"linn";"10";"10";"10118"
"Harju";"";"Tallinn";"Liivalaia";"linn";"26";"36";"10118"
"Harju";"";"Tallinn";"Valge";"linn";"19F";"19F";"11415"
"Harju";"Rae";"Jüri";"Väljaku";"alevik";"0";"9999";"75301"
"Harju";"";"Tallinn";"Tedre";"linn";"23";"27";"11311"
"Harju";"";"Tallinn";"Tedre";"linn";"27A";"27A";"11311"
"Harju";"";"Tallinn";"Tedre";"linn";"27/29";"27/29";"11311"
"Harju";"";"Tallinn";"Tedre";"linn";"29";"29";"11311"
"Harju";"";"Tallinn";"Vabaduse pst";"linn";"167";"171";"10911"
"Harju";"Harku";"Türisalu";"Nurmenuku tee";"küla";"0";"9999";"76706"
"Harju";"";"Tallinn";"Reidi tee";"linn";"0";"9999";"10157"
"Harju";"";"Tallinn";"Ehitajate tee";"linn";"140A";"140A";"13517"
"Harju";"Saku";"Saku";"Pärnapuu";"alevik";"0";"9999";"75501"
"Harju";"";"Tallinn";"Kolde pst";"linn";"69";"81";"10320"
"Harju";"";"Tallinn";"Pronksi";"linn";"6A";"6A";"10124"
"Harju";"";"Tallinn";"Haabersti kandekeskus, nõudmiseni";"linn";"0";"0";"13503"
"Harju";"";"Tallinn";"Mustamäe kandekeskus, nõudmiseni";"linn";"0";"0";"13403"
"Harju";"Kuusalu";"Salmistu";"Käooja tee";"küla";"0";"9999";"74629"
"Harju";"";"Tallinn";"Põhja-Tallinna kandekeskus, nõudmiseni";"linn";"0";"0";"10103"
"Harju";"Rae";"Rae";"Indreku tee";"küla";"0";"9999";"75310"
"Harju";"";"Tallinn";"Vabaduse väljak";"linn";"7";"7";"15199"
"Harju";"Keila";"Keila-Joa";"Metsamaja tee";"alevik";"0";"9999";"76701"
"Harju";"Keila";"Keila-Joa";"Metskonna tee";"alevik";"0";"9999";"76701"
"Harju";"Viimsi";"Randvere";"Vesiniidu tee";"küla";"2";"12";"74016"
"Harju";"";"Tallinn";"E. Vilde tee";"linn";"155A";"155A";"12618"
"Harju";"Kiili";"Nabala";"Pääsukese tee";"küla";"0";"9999";"75407"
"Harju";"";"Tallinn";"Põhjakaare";"linn";"9";"9999";"11611"
"Harju";"";"Tallinn";"Pojengi tee";"linn";"0";"9999";"11913"
"Harju";"";"Tallinn";"Põlendiku";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Põllu";"linn";"2";"18";"11616"
"Harju";"";"Tallinn";"Põllu";"linn";"15";"15";"11617"
"Harju";"";"Tallinn";"Põllu";"linn";"25";"43";"11619"
"Harju";"";"Tallinn";"Põllu";"linn";"54";"66";"11620"
"Harju";"";"Tallinn";"Põllu";"linn";"90";"110";"10918"
"Harju";"";"Tallinn";"Põllu põik";"linn";"0";"9999";"10917"
"Harju";"";"Tallinn";"Postitalu";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Priisle tee";"linn";"0";"9999";"13914"
"Harju";"";"Tallinn";"Pronksi";"linn";"3";"9999";"10124"
"Harju";"";"Tallinn";"Puhangu";"linn";"25";"25";"10311"
"Harju";"";"Tallinn";"Pühavaimu";"linn";"0";"9999";"10123"
"Harju";"";"Tallinn";"Puhkekodu tee";"linn";"2";"22";"12013"
"Harju";"";"Tallinn";"Puhkekodu tee";"linn";"55";"9999";"12015"
"Harju";"";"Tallinn";"Rännaku pst";"linn";"21";"9999";"10921"
"Harju";"";"Tallinn";"Rannamõisa tee";"linn";"2";"52";"13516"
"Harju";"";"Tallinn";"Rannaniidu";"linn";"0";"9999";"13516"
"Harju";"";"Tallinn";"Ranniku tee";"linn";"16";"9999";"12113"
"Harju";"";"Tallinn";"Rapla";"linn";"0";"9999";"11312"
"Harju";"";"Tallinn";"Rästa";"linn";"9";"17";"13417"
"Harju";"";"Tallinn";"Rataskaevu";"linn";"0";"9999";"10123"
"Harju";"";"Tallinn";"Raua";"linn";"1";"39";"10124"
"Harju";"";"Tallinn";"Raua";"linn";"41";"9999";"10152"
"Harju";"";"Tallinn";"Raudtee";"linn";"12";"12";"11614"
"Harju";"";"Tallinn";"Raudtee";"linn";"52A";"52A";"11615"
"Harju";"";"Tallinn";"Raudtee";"linn";"25";"37";"11616"
"Harju";"";"Tallinn";"Raudtee";"linn";"14";"32";"11623"
"Harju";"";"Tallinn";"Raudtee";"linn";"64";"66";"11617"
"Harju";"";"Tallinn";"Raudtee";"linn";"47";"55";"11619"
"Harju";"";"Tallinn";"Raudtee";"linn";"77";"95";"11613"
"Harju";"";"Tallinn";"Rävala pst";"linn";"4";"4";"10143"
"Harju";"";"Tallinn";"Ravi";"linn";"9";"9999";"10138"
"Harju";"";"Tallinn";"Ravila";"linn";"17";"17";"11617"
"Harju";"";"Tallinn";"Ravila";"linn";"4";"10";"11621"
"Harju";"";"Tallinn";"Regati pst";"linn";"0";"9999";"11911"
"Harju";"";"Tallinn";"Remmelga";"linn";"0";"9999";"11216"
"Harju";"";"Tallinn";"Retke tee";"linn";"24";"9999";"13419"
"Harju";"";"Tallinn";"Risti";"linn";"1";"7A";"11624"
"Harju";"";"Tallinn";"Ristiku";"linn";"14";"22";"10611"
"Harju";"";"Tallinn";"Ristiku";"linn";"35";"57";"10320"
"Harju";"";"Tallinn";"Ristiku";"linn";"65";"81";"10317"
"Harju";"";"Tallinn";"Ristiku põik";"linn";"0";"9999";"10612"
"Harju";"";"Tallinn";"Roheline";"linn";"11";"9999";"11621"
"Harju";"";"Tallinn";"Roheline";"linn";"4";"14";"11615"
"Harju";"";"Tallinn";"Rohu";"linn";"0";"9999";"10612"
"Harju";"";"Tallinn";"Rõika";"linn";"0";"9999";"10617"
"Harju";"";"Tallinn";"Roo";"linn";"20";"9999";"10320"
"Harju";"";"Tallinn";"Rõõmu";"linn";"0";"9999";"10921"
"Harju";"";"Tallinn";"Roosikrantsi";"linn";"1";"9999";"10119"
"Harju";"";"Tallinn";"Rukki";"linn";"0";"9999";"10318"
"Harju";"";"Tallinn";"Rumbi";"linn";"0";"9999";"10111"
"Harju";"";"Tallinn";"Rüütli";"linn";"0";"9999";"10130"
"Harju";"";"Tallinn";"Saani";"linn";"0";"9999";"10149"
"Harju";"";"Tallinn";"Saariku tee";"linn";"0";"9999";"11912"
"Harju";"";"Tallinn";"Saarvahtra pst";"linn";"0";"9999";"10915"
"Harju";"";"Tallinn";"Saha";"linn";"1";"13";"10920"
"Harju";"";"Tallinn";"Saha";"linn";"24";"46";"10921"
"Harju";"";"Tallinn";"Saha põik";"linn";"0";"9999";"10921"
"Harju";"";"Tallinn";"Saku";"linn";"0";"9999";"11314"
"Harju";"";"Tallinn";"Sitska tee";"linn";"0";"9999";"11912"
"Harju";"";"Tallinn";"Sõbra";"linn";"34";"9999";"10911"
"Harju";"";"Tallinn";"Söe";"linn";"0";"9999";"11313"
"Harju";"";"Tallinn";"Sõle";"linn";"16";"16";"10611"
"Harju";"";"Tallinn";"Sõle";"linn";"3";"27";"10614"
"Harju";"";"Tallinn";"Sõle";"linn";"51";"51";"10318"
"Harju";"";"Tallinn";"Sõle";"linn";"61";"63";"10313"
"Harju";"";"Tallinn";"Sõle";"linn";"68";"86";"10314"
"Harju";"";"Tallinn";"Sompa tee";"linn";"0";"9999";"11913"
"Harju";"";"Tallinn";"Söödi";"linn";"0";"9999";"10317"
